punkt_id;kartleggingsenhet
ID1105_26;T3-C-2
ID0994_35;T4-C-3
ID1304_13;T4-C-9
ID1304_22;T4-C-1
ID1304_42;T4-C-5
ID1304_53;T4-C-9
ID1304_55;T4-C-5
ID1304_44;T4-C-5
ID1304_35;T4-C-9
ID1304_46;T4-C-5
ID1105_35;T3-C-2
ID0994_51;T4-C-6
ID1105_33;T3-C-1
ID1105_31;T3-C-1
ID1105_22;T3-C-1
ID0994_46;V2-C-2
ID1105_11;T3-C-1
ID0994_62;T4-C-2
ID1538_26;T4-C-2
ID1538_46;T4-C-2
ID1538_35;T36-C-1
ID1105_13;T3-C-2
ID0994_66;T4-C-2
ID0994_64;T4-C-2
ID1105_24;T3-C-1
ID1105_15;T3-C-1
ID0994_53;V2-C-2
ID0994_55;T4-C-2
ID0994_44;T4-C-5
ID1253_66;T4-C-5
ID1253_62;V1-C-3
ID1253_55;T4-C-1
ID1253_44;T4-C-1
ID1253_53;V2-C-3
ID1253_46;V3
ID1253_42;T4-C-1
ID1253_51;V1-C-3
ID1253_64;T4-C-1
ID1253_35;V1-C-1
ID1253_31;T4-C-1
ID1253_22;V2-C-2
ID1253_24;T4-C-6
ID1296_24;T32-C-5
ID1296_26;T32-C-3
ID1296_46;T4-C-3
ID1296_66;T4-C-1
ID1253_26;V2-C-2
ID1253_33;T4-C-1
ID1253_15;T4-C-2
ID0241_31;T13-C-1
ID0241_22;T13-C-1
ID1027_13;T4-C-6
ID1027_15;T4-C-1
ID1027_26;T4-C-1
ID1027_46;T4-C-5
ID1027_66;T4-C-18
ID1027_64;T4-C-5
ID1027_55;T4-C-5
ID1027_62;T4-C-5
ID1027_53;T4-C-6
ID1027_51;T4-C-2
ID1027_42;T4-C-6
ID1027_44;T4-C-5
ID1027_35;T4-C-1
ID1027_24;T4-C-5
ID1027_22;T4-C-5
ID0723_31;T1-C-1
ID0723_51;V1-C-1
ID0723_35;NA
ID0723_44;NA
ID0723_46;NA
ID1105_44;T3-C-2
ID1105_42;T3-C-2
ID1105_62;T3-C-2
ID1105_55;T3-C-1
ID1105_66;T3
ID1105_51;T3-C-2
ID1105_64;V1-C-1
ID1105_53;T3-C-1
ID1253_11;T4-C-1
ID1253_13;V2-C-1
ID1420_51;V3-C-1
ID1420_22;V1-C-1
ID1420_11;T3-C-2
ID1420_13;V1-C-1
ID1420_24;T3-C-2
ID1420_62;V1-C-2
ID1420_53;T4-C-1
ID1420_42;V1-C-1
ID1420_31;NA
ID1420_33;V1-C-1
ID1420_55;NA
ID1420_15;V3-C-1
ID1420_26;T2-C-2
ID1420_44;T3-C-2
ID1420_35;V1-C-1
ID1420_64;V1-C-5
ID1420_46;V1-C-3
ID1420_66;T4-C-1
ID1328_62;T3-C-2
ID1328_64;T3-C-2
ID1328_66;T3-C-2
ID1328_55;T22-C-3
ID1328_46;T22-C-3
ID1328_44;T22-C-3
ID1328_33;T3-C-11
ID1328_35;T3-C-2
ID1328_26;T3-C-2
ID1328_53;NA
ID1328_42;T3-C-1
ID1328_51;T3-C-2
ID1328_31;T3-C-2
ID1328_11;T22-C-3
ID1328_22;T3-C-8
ID1328_13;T7-C-6
ID1328_15;T3-C-2
ID1328_24;T22-C-3
ID0773_46;T3-C-8
ID0773_35;T3-C-2
ID0773_26;T3-C-2
ID0773_11;T3-C-8
ID0773_31;T3-C-8
ID0773_33;T1
ID0773_42;T3-C-8
ID0773_44;T3-C-8
ID0773_53;T22-C-3
ID0773_62;T4-C-2
ID0773_64;T3-C-2
ID0773_66;T4-C-18
ID0942_11;T4-C-18
ID0942_22;T4-C-6
ID0942_13;T4-C-18
ID0942_24;T4-C-6
ID0942_15;T4-C-6
ID0942_26;T4-C-6
ID0942_35;T4-C-2
ID0942_46;T4-C-5
ID0942_66;V1-C-5
ID0942_55;T4-C-2
ID0942_64;T4-C-18
ID0942_53;T4-C-6
ID0942_44;T4-C-5
ID0942_33;T4-C-5
ID0942_42;T4-C-5
ID0942_31;T32-C-9
ID0942_51;V1-C-1
ID0942_62;V1-C-1
ID0450_15;V1-C-1
ID0450_13;T4-C-9
ID0450_22;T4-C-5
ID0450_44;T4-C-9
ID0450_11;T4-C-5
ID0450_35;T4-C-9
ID0450_33;V2-C-1
ID0450_31;NA
ID0450_42;NA
ID0450_51;NA
ID0450_62;NA
ID0450_53;NA
ID0450_64;NA
ID0450_26;T4-C-9
ID0450_55;NA
ID0450_66;NA
ID0450_46;T4-C-9
ID0450_24;V1-C-1
ID0250_13;T45-C-3
ID0250_26;T2-C-2
ID0250_46;T1-C-2
ID0250_55;T4-C-1
ID0250_15;T2-C-2
ID0250_44;T38-C-1
ID0250_53;NA
ID0250_51;T35-C-1
ID0250_62;NA
ID0250_31;T38-C-1
ID0250_11;V1-C-5
ID0250_42;T35-C-1
ID0592_62;T2-C-1
ID0250_66;T2-C-1
ID0592_44;T2-C-2
ID0592_46;NA
ID0250_35;V1-C-5
ID0250_24;T2-C-1
ID0250_64;T45-C-2
ID0250_22;T45-C-3
ID0592_66;T45-C-1
ID0592_64;T2-C-1
ID0592_51;T36-C-1
ID0592_53;T2-C-1
ID0592_33;T2-C-1
ID0592_55;T4-C-1
ID0516_62;T7-C-11
ID1486_15;T4-C-9
ID1486_26;T3-C-2
ID1486_46;T4-C-2
ID1486_44;T13-C-2
ID1185_62;T3-C-6
ID1185_51;T3-C-3
ID1185_31;T27-C-1
ID1185_42;T27-C-1
ID1185_26;T27-C-1
ID1185_15;T27-C-1
ID1185_24;T27-C-1
ID1185_13;T27-C-1
ID1185_22;T27-C-1
ID1185_11;T27-C-1
ID0289_66;T3-C-3
ID0289_55;T3-C-2
ID0289_64;T3-C-3
ID0289_53;T3-C-3
ID0289_62;T27-C-1
ID0289_51;T3-C-3
ID1503_66;V1-C-7
ID1503_55;V1-C-7
ID1503_46;T27-C-1
ID1503_33;T3-C-2
ID1503_64;T3-C-7
ID1503_53;T3-C-5
ID1503_44;T3-C-3
ID1503_33;T3-C-2
ID1503_24;V1-C-7
ID1503_15;T3-C-2
ID1503_22;T3-C-3
ID0592_42;V1-C-5
ID0592_31;V1-C-1
ID0592_13;T1-C-2
ID0592_35;T38-C-1
ID0499_53;T4-C-9
ID0499_51;T4-C-5
ID0499_62;T4-C-9
ID0499_64;T4-C-9
ID0499_66;T4-C-5
ID0499_55;T4-C-5
ID0499_46;T4-C-5
ID0499_44;T4-C-5
ID0499_42;T4-C-5
ID0162_53;NA
ID0162_64;NA
ID0162_62;T2-C-2
ID0592_11;V11-C-1
ID0592_22;V1-C-5
ID0592_24;T2-C-1
ID0592_26;NA
ID0592_15;NA
ID1311_15;T4-C-1
ID1311_26;T27-C-1
ID1311_35;T4-C-5
ID1191_11;V1-C-6
ID1311_46;T4-C-5
ID1311_66;T4-C-5
ID1191_13;T4-C-9
ID1311_55;T4-C-5
ID1311_64;T4-C-5
ID1191_22;T4-C-9
ID1191_15;T2-C-2
ID1191_31;T4-C-9
ID1311_44;T4-C-1
ID1191_26;V3-C-2
ID1311_24;T4-C-1
ID1191_35;T4-C-9
ID1191_42;V1-C-5
ID1191_33;T1-C-2
ID1191_24;T1-C-2
ID1191_44;T4-C-9
ID0322_31;V1-C-5
ID0322_22;T4-C-5
ID0322_11;V1-C-1
ID0322_13;T4-C-1
ID0162_31;T31-C-2
ID0162_22;T2-C-1
ID0162_44;T2-C-1
ID0162_66;T2-C-2
ID0162_35;V1-C-1
ID0189_11;V9-C-2
ID0189_22;T4-C-1
ID0189_31;T4-C-2
ID0189_42;T4-C-1
ID0189_51;V1-C-6
ID0189_62;T4-C-1
ID0189_53;V9-C-1
ID0189_64;V9-C-2
ID0189_66;T4-C-5
ID0189_55;V9-C-1
ID0189_46;T4-C-1
ID0189_35;V1-C-2
ID0189_44;T4-C-1
ID0189_33;V1-C-2
ID0189_24;T4-C-1
ID0189_26;V1-C-5
ID0189_15;V1-C-6
ID0189_13;T4-C-5
ID1311_13;T4-C-5
ID0525_51;V1-C-2
ID0525_42;V1-C-6
ID0525_31;T4-C-5
ID0525_11;T4-C-5
ID0216_15;T4-C-1
ID0525_22;T4-C-5
ID1134_66;T4-C-1
ID0525_13;T4-C-1
ID0525_33;T4-C-5
ID1134_64;T4-C-5
ID0525_44;T4-C-1
ID0216_22;T4-C-2
ID1134_55;T4-C-1
ID0525_35;T4-C-5
ID0525_24;T4-C-5
ID1134_46;T4-C-1
ID0525_15;V2-C-1
ID0216_26;V3-C-2
ID0525_26;T4-C-1
ID0773_15;T3-C-13
ID0773_24;T3-C-5
ID0773_13;T3-C-13
ID0773_22;T3-C-13
ID0773_51;T4-C-18
ID0773_55;T3-C-13
ID1028_15;T27-C-1
ID1028_26;T27-C-1
ID1028_35;T27-C-1
ID1028_44;T27-C-1
ID1028_46;T27-C-1
ID1028_53;T27-C-1
ID1028_55;T27-C-1
ID1028_64;T27-C-1
ID1028_66;T27-C-1
ID1134_44;T4-C-1
ID0525_46;T4-C-5
ID0216_33;V3-C-2
ID1134_35;T4-C-1
ID0525_55;T4-C-5
ID0525_66;T4-C-5
ID0162_51;T2-C-1
ID0162_11;T31-C-2
ID0162_42;T4-C-5
ID0162_33;T2-C-1
ID0162_55;T1
ID0162_46;T45-C-1
ID0162_26;T35-C-1
ID0162_15;T31-C-2
ID0162_24;T45-C-2
ID0162_13;V1-C-1
ID0216_31;T4-C-1
ID1134_26;T4-C-1
ID0525_64;T4-C-5
ID0525_53;T4-C-1
ID0525_62;T4-C-9
ID1379_31;T44-C-1
ID1379_51;T44-C-1
ID1379_42;T44-C-1
ID1379_62;T4-C-5
ID1134_15;T4-C-1
ID1379_53;T4-C-5
ID1379_64;T4-C-5
ID1379_55;T4-C-5
ID1379_46;T4-C-6
ID1379_44;V2-C-2
ID1379_33;T4-C-6
ID1379_24;T4-C-5
ID1379_35;T4-C-6
ID1379_26;T4-C-5
ID1379_15;T4-C-6
ID1379_66;T4-C-6
ID1379_22;T4-C-6
ID1379_13;T45-C-3
ID1379_11;T45-C-3
ID0216_44;T4-C-1
ID1134_24;T4-C-1
ID1134_33;T4-C-1
ID1134_13;V1-C-5
ID0216_13;T4-C-2
ID0216_11;T35-C-1
ID0216_24;T35-C-2
ID0216_35;V3-C-2
ID0216_51;NA
ID0216_42;V3-C-1
ID0252_62;T4-C-1
ID0252_51;T4-C-1
ID0252_64;V1-C-6
ID0252_66;V1-C-6
ID0252_55;NA
ID0252_53;V1-C-5
ID0252_22;NA
ID0252_11;T4-C-1
ID0252_13;T4-C-5
ID0252_15;V1-C-5
ID0252_26;V1-C-5
ID0252_42;T4-C-1
ID0252_31;T4-C-1
ID1060_11;T3-C-1
ID1060_22;T14-C-2
ID1060_31;T3-C-5
ID1060_42;T3-C-5
ID1060_51;T14-C-1
ID1060_62;T3-C-6
ID1060_53;T3-C-14
ID1060_64;T3-C-3
ID1060_55;T14-C-1
ID1060_66;T3-C-9
ID1060_46;T14-C-1
ID1060_44;T3-C-8
ID1060_33;T3-C-6
ID1060_35;T3-C-5
ID1060_26;T3-C-6
ID1060_15;T3-C-3
ID1060_24;T3-C-8
ID1060_13;V4-C-2
ID1024_51;T3-C-7
ID1024_62;T3-C-4
ID1024_64;T3-C-2
ID1024_66;T7-C-3
ID1024_55;T3-C-4
ID1486_24;T4-C-1
ID1486_66;T4-C-1
ID1486_55;T4-C-1
ID1486_64;T4-C-1
ID1185_66;T27-C-1
ID1185_55;T3-C-6
ID1185_64;T27-C-1
ID1185_53;T3-C-6
ID1185_33;T27-C-1
ID1185_44;T27-C-1
ID1185_35;T27-C-1
ID1185_46;T3-C-6
ID0289_31;T3-C-3
ID0289_42;T3-C-2
ID0289_33;T3-C-3
ID0289_44;T3-C-2
ID0289_35;T3-C-3
ID0289_46;T3-C-3
ID0289_11;T3-C-2
ID0289_22;T3-C-3
ID0289_13;T3-C-3
ID0289_24;T20-C-1
ID0289_15;T3-C-2
ID0289_26;T3-C-2
ID1503_62;T32-C-5
ID1503_51;T32-C-5
ID1503_42;T3-C-5
ID1503_31;V1-C-6
ID1503_11;T3-C-2
ID1503_13;V1-C-7
ID1503_26;T3-C-2
ID0716_64;T27-C-1
ID0716_55;T27-C-1
ID0716_66;T27-C-1
ID0716_46;T27-C-1
ID0716_26;T27-C-1
ID0716_15;F
ID0716_24;T3-C-1
ID0168_62;T4-C-5
ID0716_35;T27-C-1
ID0716_44;T27-C-1
ID0716_53;T3-C-3
ID0716_42;T27-C-2
ID0716_33;T3-C-3
ID0716_22;T27-C-1
ID0716_13;T1
ID0716_11;T27-C-1
ID0716_31;T1
ID0716_51;NA
ID0716_62;NA
ID0168_51;T4-C-5
ID0168_42;T4-C-1
ID0168_31;T4-C-5
ID1092_33;T4-C-5
ID1092_31;T2-C-2
ID0168_22;T4-C-5
ID0168_11;T4-C-5
ID0643_22;V3-C-2
ID0168_13;T4-C-5
ID0643_31;T3-C-2
ID0643_51;T3-C-1
ID0643_53;V1-C-1
ID0643_64;V1-C-5
ID0643_46;V1-C-3
ID0643_42;V1-C-1
ID0643_62;V1-C-2
ID0643_33;T3-C-2
ID0643_44;T4-C-1
ID0643_55;V1-C-2
ID0643_66;V1-C-2
ID1092_42;V1-C-5
ID0168_33;T4-C-5
ID1092_53;V1-C-5
ID0168_24;T4-C-9
ID1079_22;T3-C-6
ID1079_24;T3-C-8
ID1079_11;V1-C-4
ID1079_13;V1-C-4
ID0216_66;T4-C-1
ID0643_26;V1-C-5
ID0168_26;T4-C-9
ID1079_55;V1-C-6
ID0168_15;T4-C-5
ID0168_35;T4-C-9
ID1079_26;T3-C-5
ID0168_46;T4
ID1092_51;T4-C-1
ID0168_55;T4-C-5
ID0168_44;T4-C-5
ID0216_46;T4-C-1
ID0216_55;T4-C-1
ID0216_53;NA
ID0216_62;T4-C-1
ID0216_64;V2-C-1
ID0168_53;T2-C-1
ID1092_62;T4-C-5
ID0168_64;T4-C-5
ID0168_66;T4-C-1
ID1092_46;V1-C-5
ID1092_44;V1-C-5
ID0499_35;T4-C-9
ID0499_26;T4-C-5
ID0499_15;T4-C-5
ID0499_33;T4-C-5
ID0499_11;T4-C-5
ID0499_31;T4-C-1
ID0499_22;T4-C-1
ID0499_13;T4-C-5
ID1092_64;V1-C-5
ID1092_55;T2-C-1
ID1092_66;T2-C-1
ID1092_35;V1-C-5
ID1311_11;T4-C-2
ID1311_22;T4-C-5
ID0643_24;V3-C-2
ID0643_11;V3-C-2
ID0643_13;T4-C-5
ID1311_33;T4-C-5
ID1092_26;T2-C-1
ID1311_53;T4-C-5
ID0643_35;V1-C-5
ID0643_15;V1-C-2
ID1191_51;V3-C-2
ID1092_15;T2-C-1
ID1191_62;T4-C-1
ID1311_62;T4-C-3
ID1311_42;T4-C-5
ID1311_51;T38-C-1
ID1311_31;T4-C-3
ID1092_24;T4-C-5
ID1191_46;T4-C-5
ID1092_22;T2-C-1
ID1191_55;T4-C-9
ID1191_64;V1-C-2
ID1191_66;T4-C-5
ID1191_53;V3-C-2
ID1092_11;T4-C-5
ID1092_13;T2-C-1
ID0765_26;T4-C-3
ID0765_24;T4-C-2
ID0765_15;T4-C-2
ID0765_13;V1-C-1
ID0765_22;V1-C-1
ID0765_11;V9-C-3
ID0765_31;V1-C-1
ID0765_42;T4-C-2
ID0765_51;V1-C-5
ID0765_62;V1-C-2
ID0765_46;V10-C-1
ID0765_35;V1-C-1
ID0765_33;V1-C-1
ID0765_44;T3
ID0765_55;V1-C-1
ID0765_66;NA
ID0765_64;V3
ID0765_53;V1-C-7
ID0990_62;T4-C-5
ID0990_51;V1-C-5
ID0990_42;T4-C-1
ID0990_31;T4-C-1
ID0499_24;NA
ID0252_44;NA
ID0252_46;NA
ID0252_33;NA
ID0252_35;NA
ID0252_24;NA
ID0990_11;T4-C-5
ID0990_22;V1-C-1
ID0990_13;T4-C-1
ID0990_33;T4-C-5
ID0990_44;V1-C-5
ID0990_53;T2-C-1
ID0990_64;NA
ID1079_51;T14-C-1
ID1079_53;V1-C-5
ID1079_62;T3
ID1079_64;T3
ID1079_66;T3-C-5
ID0791_51;T4-C-5
ID1079_15;T3-C-11
ID1079_35;T3-C-6
ID1079_44;T3-C-5
ID1079_33;T3-C-6
ID1079_31;T3-C-14
ID1079_42;T3-C-5
ID1079_46;NA
ID0819_31;T4-C-5
ID0819_22;T4-C-1
ID0819_11;T4-C-5
ID0819_13;T4-C-1
ID0819_33;T4-C-1
ID0819_24;T4-C-1
ID0819_15;T4-C-1
ID0819_26;T4-C-1
ID0819_44;T4-C-1
ID0819_35;T4-C-1
ID0819_55;T2-C-2
ID0819_64;T4-C-5
ID0819_46;T4-C-1
ID0819_66;NA
ID0819_53;T4-C-1
ID0819_51;T4-C-5
ID0624_46;T45-C-3
ID0883_55;T1-C-1
ID0883_53;T7-C-2
ID0816_11;T4-C-5
ID0624_35;T4-C-1
ID0624_26;T4-C-5
ID0816_22;T25-C-2
ID0624_15;T4-C-5
ID0816_33;T4-C-5
ID0816_31;T25-C-2
ID0624_24;T4-C-1
ID0816_42;T4-C-5
ID0624_13;T4-C-5
ID0816_51;T4-C-5
ID0624_22;T4-C-5
ID0679_31;T7-C-3
ID0624_11;T4-C-5
ID0679_42;T3-C-5
ID0816_62;T4-C-5
ID0624_33;T4-C-5
ID0816_53;T5-C-5
ID0679_53;T3-C-5
ID0816_64;T4-C-5
ID0816_44;T4-C-5
ID0679_51;T27-C-2
ID0610_62;T13-C-1
ID0679_62;T22-C-2
ID0679_64;V6-C-3
ID0679_66;T3-C-2
ID0816_24;T4-C-5
ID0816_35;T4-C-5
ID0816_66;T4-C-9
ID0883_51;T3-C-5
ID0883_62;T7-C-4
ID0883_64;T1-C-1
ID0883_66;T1-C-1
ID1105_46;T3
ID0816_13;T4-C-5
ID0816_15;T25-C-2
ID0816_26;T4-C-9
ID0816_46;T13-C-1
ID0816_55;T4-C-9
ID0819_42;T4-C-5
ID0819_62;T4-C-1
ID0610_51;T4-C-1
ID0610_53;T4-C-3
ID0679_11;T7-C-4
ID0679_22;V6-C-3
ID0610_42;T35-C-2
ID0187_11;T4-C-1
ID0610_22;T35-C-2
ID0679_33;T3-C-2
ID0610_11;T4-C-9
ID0187_22;T4-C-2
ID0679_44;T3-C-5
ID0610_31;T4-C-9
ID0187_33;V2-C-1
ID0187_31;T4-C-2
ID0679_46;T3-C-5
ID0610_13;T13-C-1
ID0187_42;T4-C-2
ID0679_35;T3-C-2
ID0187_51;T4-C-5
ID0679_55;T22-C-2
ID0679_26;V1-C-2
ID0187_53;T4-C-6
ID0187_62;T4-C-5
ID0679_15;T3-C-3
ID0187_64;T4-C-1
ID0679_24;T3-C-2
ID0187_66;T4-C-1
ID0679_13;T7-C-4
ID0610_24;T4-C-1
ID0187_55;T4-C-1
ID0610_44;T4-C-1
ID0187_44;V2-C-1
ID0187_46;V2-C-1
ID0610_26;T13-C-2
ID0610_15;T4-C-1
ID0610_33;T4-C-1
ID0610_35;T4-C-1
ID0187_35;T4-C-1
ID0187_26;T4-C-5
ID0610_64;T35-C-2
ID0187_15;V2-C-1
ID0187_24;T4-C-1
ID0610_66;T13-C-1
ID0187_13;V2-C-1
ID0610_46;T4-C-1
ID1255_31;T14-C-1
ID1255_42;V6-C-3
ID1255_44;T14-C-1
ID1255_53;T27-C-2
ID1255_62;T7-C-2
ID1255_64;T14-C-1
ID1255_66;T14-C-2
ID0610_55;T4-C-1
ID0624_66;V2-C-1
ID0624_64;T4-C-5
ID0677_26;V2-C-1
ID0624_55;V2-C-1
ID0624_44;T4-C-2
ID0677_15;T4-C-1
ID0677_24;T35-C-1
ID0624_53;V2-C-1
ID0624_62;V2-C-1
ID0624_51;T4-C-5
ID0677_13;T4-C-1
ID0624_42;T4-C-5
ID0677_11;T35-C-1
ID0624_31;T4-C-1
ID0677_22;T4-C-1
ID0677_31;T38-C-1
ID0677_42;T4-C-1
ID0677_51;T38-C-1
ID0677_62;T38-C-1
ID0677_53;T4-C-1
ID0677_64;T4-C-5
ID0413_55;T3-C-4
ID0234_66;T7-C-5
ID1255_11;T27-C-1
ID1255_22;T27-C-1
ID1255_33;T1-C-1
ID1255_13;T1-C-1
ID1255_24;T3-C-3
ID1255_15;T1-C-1
ID1255_26;T3-C-3
ID1255_35;T1-C-1
ID1255_46;T1-C-1
ID1255_55;T3-C-2
ID0943_11;T3-C-2
ID0943_22;T1-C-1
ID0943_13;NA
ID0943_15;T3-C-4
ID0943_24;T3-C-1
ID0943_33;T3-C-3
ID0943_42;T1-C-1
ID0943_31;T3-C-3
ID0943_51;T3-C-2
ID0943_62;T3-C-3
ID0943_53;T1-C-1
ID0943_64;T7-C-1
ID0943_66;T3-C-2
ID0943_55;T3-C-7
ID0943_46;T27-C-1
ID0943_26;T27-C-1
ID0943_35;T7-C-1
ID0677_46;V2-C-1
ID0677_35;V2-C-1
ID0677_44;V2-C-2
ID0677_33;T4-C-1
ID0677_55;T4-C-1
ID0677_66;T4-C-1
ID1279_24;T4-C-2
ID0035_62;T27-C-2
ID0035_53;T27-C-5
ID0035_55;T27-C-2
ID0035_11;NA
ID0035_13;NA
ID0035_15;NA
ID0035_22;NA
ID0035_24;NA
ID0035_26;NA
ID0035_31;NA
ID0035_33;NA
ID0035_35;NA
ID0035_42;NA
ID0035_44;NA
ID0035_46;T27-C-2
ID0035_51;T27-C-2
ID0035_64;T27-C-1
ID0035_66;T27-C-1
ID0023_35;T45-C-3
ID0023_24;NA
ID1255_51;NA
ID0943_44;T3-C-1
ID0023_22;T35-C-2
ID1279_55;T4-C-2
ID0023_11;NA
ID0023_31;T4-C-1
ID1279_13;T1-C-5
ID0023_42;T4-C-9
ID0023_51;T4-C-1
ID1279_15;T4-C-2
ID0023_62;T4-C-2
ID0023_53;T4-C-9
ID0023_64;T4-C-1
ID0023_66;T4-C-5
ID0023_55;T2-C-1
ID1279_26;T4-C-3
ID0023_44;T4-C-1
ID0023_46;T32-C-10
ID1356_42;T3-C-2
ID1009_46;T26-C-1
ID1009_55;T26-C-3
ID1009_66;T26-C-3
ID1009_44;T26-C-1
ID1009_53;T26-C-1
ID1009_64;T26-C-3
ID1009_62;T26-C-3
ID1009_51;T26-C-3
ID1009_42;T26-C-1
ID0292_24;T7-C-4
ID0292_46;V1-C-1
ID0292_55;T1-C-1
ID0292_64;T7-C-4
ID0292_53;T7-C-4
ID0292_51;T7-C-4
ID0292_11;T1-C-1
ID0701_51;T4-C-1
ID0701_42;V1-C-1
ID0701_53;T2-C-1
ID0701_44;T4-C-1
ID0701_46;T3-C-1
ID0701_55;T2-C-1
ID0701_66;V1-C-1
ID0701_64;T4-C-1
ID0701_62;T4-C-1
ID1502_15;T4-C-5
ID0234_46;T3-C-1
ID0234_26;T3-C-1
ID0234_35;T1-C-1
ID0234_44;T3-C-4
ID0234_55;T3-C-1
ID0234_64;T3-C-2
ID0234_62;T3-C-2
ID0328_62;T22-C-1
ID0328_26;T22-C-1
ID0328_55;T22-C-1
ID0913_51;T27-C-1
ID0913_62;T27-C-1
ID0913_53;T27-C-1
ID0913_42;T27-C-1
ID0913_31;T27-C-1
ID0237_66;NA
ID0237_64;T2-C-1
ID0237_62;T2-C-1
ID0237_53;V3-C-2
ID0237_44;V3-C-1
ID0237_55;T4-C-9
ID0237_46;T4-C-1
ID0237_26;T2-C-1
ID0237_35;V3-C-1
ID0237_15;T2-C-1
ID0237_24;V3-C-1
ID0237_33;V3-C-2
ID0237_42;T2-C-1
ID0237_51;T2-C-1
ID0237_31;V3-C-1
ID0237_11;V3-C-2
ID0237_22;V1-C-1
ID0237_13;T2-C-1
ID0438_46;T2-C-1
ID0438_35;V3-C-1
ID0438_33;T4-C-1
ID0438_42;T4-C-1
ID0438_53;T4-C-1
ID0438_44;V1-C-5
ID0438_55;T4-C-1
ID0438_66;T2-C-1
ID0438_64;V1-C-3
ID0438_62;V1-C-1
ID0438_51;V1-C-6
ID0438_22;T4-C-1
ID0438_13;V3-C-1
ID0438_24;V1-C-5
ID0438_15;T4-C-5
ID0438_26;T4-C-1
ID0438_11;T45
ID0438_31;T4
ID0776_66;T3-C-2
ID0776_55;V1-C-5
ID0776_46;T3-C-2
ID0776_35;T4-C-2
ID0776_26;V1-C-5
ID0776_15;V1-C-1
ID0776_24;V1-C-1
ID0776_33;V1-C-5
ID0776_44;T3-C-2
ID0776_64;T3-C-2
ID0776_53;T3-C-2
ID0776_62;T3-C-2
ID0776_42;T4-C-5
ID0776_31;T3-C-2
ID0776_22;T3-C-2
ID0776_13;T3-C-2
ID0776_11;T4-C-2
ID0776_51;V1-C-5
ID0290_42;V12-C-1
ID0290_33;T4-C-1
ID0290_44;T4-C-2
ID0290_55;V1-C-5
ID0290_51;NA
ID0290_62;V12-C-1
ID0290_31;T4-C-1
ID0290_22;V12-C-1
ID0290_11;T35-C-1
ID0290_13;T4-C-2
ID0290_24;V12-C-1
ID0290_15;V12-C-1
ID0290_26;T4-C-1
ID0290_35;T4-C-1
ID0290_46;T4-C-1
ID0290_55;T4-C-1
ID0290_66;V1-C-5
ID0290_64;T4-C-1
ID0439_13;T3-C-2
ID0439_24;T3-C-2
ID0439_35;V1-C-1
ID0439_26;V1-C-5
ID0439_15;V3-C-1
ID0439_31;V1-C-6
ID0439_42;V1-C-5
ID0439_51;V3-C-1
ID0439_62;T4-C-9
ID0439_53;T4-C-9
ID0439_64;V1-C-2
ID0439_66;V1-C-5
ID0439_55;T2-C-1
ID0439_46;T3-C-2
ID0439_44;T2-C-1
ID0439_33;T2-C-1
ID0439_22;V1-C-5
ID0439_11;V1-C-1
ID1550_22;T4-C-9
ID1550_11;V1-C-2
ID1550_31;V1-C-6
ID1550_51;V1-C-2
ID1550_62;V3-C-2
ID1550_53;V1-C-5
ID1550_42;V1-C-2
ID1550_24;V3-C-2
ID1550_33;V1-C-3
ID1550_44;V1-C-5
ID1550_64;V1-C-6
ID1550_64;V1-C-5
ID1550_55;V3-C-2
ID1550_46;V1-C-5
ID1550_35;V1-C-5
ID1550_26;V3-C-2
ID1550_15;T4-C-1
ID1550_13;T4-C-1
ID1513_51;T4-C-5
ID1513_62;T3-C-2
ID1513_42;T3-C-2
ID1513_31;V1-C-5
ID1513_53;V1
ID1513_33;T3-C-13
ID1513_44;V1-C-2
ID1513_64;V1-C-2
ID1513_66;T3-C-2
ID1513_46;T35-C-2
ID1513_35;V3-C-2
ID1513_55;V1-C-2
ID1513_26;T4-C-2
ID0791_62;T4-C-1
ID0791_53;T4-C-1
ID0791_42;NA
ID0791_31;T4-C-5
ID0791_22;T4-C-1
ID0791_11;T4-C-1
ID0791_13;T4-C-13
ID0791_33;T4-C-1
ID0791_24;T4-C-1
ID0791_15;T4-C-1
ID0791_26;T4-C-1
ID0791_35;T4-C-1
ID0791_44;T4-C-1
ID0791_46;T4-C-1
ID0791_55;T35-C-2
ID0791_66;T4-C-1
ID0791_64;T4-C-1
ID0032_15;T4-C-5
ID0032_26;T4-C-13
ID0032_35;T4-C-5
ID0032_46;T4-C-9
ID0032_55;T4-C-1
ID0032_66;T4-C-1
ID0032_64;T4-C-5
ID0032_53;T4-C-1
ID0032_62;T4-C-13
ID0032_51;T4-C-1
ID0032_33;NA
ID0032_42;T4-C-5
ID0032_44;T4-C-13
ID0032_24;T4-C-13
ID0032_13;T4-C-13
ID0032_22;T4-C-1
ID0032_31;T4-C-5
ID0032_11;T4-C-5
ID0883_42;T1
ID0883_44;T1
ID0883_46;T1
ID1513_24;V1-C-2
ID0883_31;T1
ID0883_33;T1
ID0883_35;T3
ID0883_22;T1
ID0883_24;T1
ID0883_26;T1
ID0883_11;T1
ID0883_13;T1
ID0883_15;T1
ID1513_15;T3-C-2
ID1513_13;T3-C-2
ID1513_22;V1-C-2
ID0220_44;T3-C-1
ID1288_11;T4
ID1288_22;T4
